Scientific Name,Genus,Species,Subspecies,Variety,Author,Family,Order,Class,Common Names,Status,IUCN Category,GBIF ID,EOL ID,Total Images,Uploaded to Drive,Countries Found,Image Details (Name | Country | Date | Observer | URL)
Aa Rchb.f.,Aa,,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum lockhartioides Schltr.,Epidendrum,lockhartioides,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum loefgrenii Cogn.,Epidendrum,loefgrenii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum loejtnantii H&aacute;gsater &amp; Dodson,Epidendrum,loejtnantii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum longibracteatum H&aacute;gsater,Epidendrum,longibracteatum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum longicolle Lindl.,Epidendrum,longicolle,,,,,,,,,,,1101237,0,0,,Unknown | No date | Unknown observer | 
Epidendrum longicrure Schltr.,Epidendrum,longicrure,,,,,,,,,,5320573,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum longihastatum Barb. Rodr.,Epidendrum,longihastatum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum longipetalum A. Rich. &amp; Galeotti,Epidendrum,longipetalum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum longirepens (C. Schweinf.) C. Schweinf.,Epidendrum,longirepens,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum lopezii H&aacute;gsater,Epidendrum,lopezii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum lophotropis H&aacute;gsater &amp; Dodson,Epidendrum,lophotropis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum lowilliamsii Garc&iacute;a-Cruz,Epidendrum,lowilliamsii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum luceroae J. S. Moreno,Epidendrum,luceroae,,,,,,,,,,10720267,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum luckei I. Bock,Epidendrum,luckei,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum lueri Dodson &amp; H&aacute;gsater,Epidendrum,lueri,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum lufinorum Ocupa &amp; H&aacute;gsater,Epidendrum,lufinorum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum luis-sanchezii H&aacute;gsater,Epidendrum,luis-sanchezii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum luizae Krahl,Epidendrum,luizae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum lumbaquiense H&aacute;gsater &amp; Dodson,Epidendrum,lumbaquiense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum lunatus H&aacute;gsater,Epidendrum,lunatus,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum luteostenophyton H&aacute;gsater,Epidendrum,luteostenophyton,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum lutescens H&aacute;gsater,Epidendrum,lutescens,,,,,,,,,,12253768,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum luteynii H&aacute;gsater &amp; E. Santiago,Epidendrum,luteynii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum lutheri H&aacute;gsater,Epidendrum,lutheri,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macarense H&aacute;gsater &amp; L. S&aacute;nchez,Epidendrum,macarense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macasense H&aacute;gsater &amp; Dodson,Epidendrum,macasense,,,,,,,,,,5320149,,1,0,Ecuador,Ecuador | No date | Alex Bentley | https://inaturalist-open-data.s3.amazonaws.com/photos/497210175/original.jpg
Epidendrum macbridei C. Schweinf.,Epidendrum,macbridei,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macdougallii (H&aacute;gsater) H&aacute;gsater,Epidendrum,macdougallii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum machinense M. F. Escal. &amp; Rinc.-Gonz&aacute;lez,Epidendrum,machinense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macphersonii H&aacute;gsater &amp; E. Santiago,Epidendrum,macphersonii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macrocarpum Rich.,Epidendrum,macrocarpum,,,,,,,,,,,1101223,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macroceras Schltr.,Epidendrum,macroceras,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macroclinium H&aacute;gsater,Epidendrum,macroclinium,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macrocyphum Kraenzl.,Epidendrum,macrocyphum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macrogastrium Kraenzl.,Epidendrum,macrogastrium,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macroilinizae H&aacute;gsater,Epidendrum,macroilinizae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macroophorum H&aacute;gsater &amp; Dodson,Epidendrum,macroophorum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macrophysum H&aacute;gsater,Epidendrum,macrophysum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macropodium Rchb.f.,Epidendrum,macropodium,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macrostachyum Lindl.,Epidendrum,macrostachyum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macrum Dressler,Epidendrum,macrum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum macuchiense H&aacute;gsater &amp; E. Santiago,Epidendrum,macuchiense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum maderoi Schltr.,Epidendrum,maderoi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum madsenii H&aacute;gsater &amp; Dodson,Epidendrum,madsenii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum maduroi H&aacute;gsater &amp; Garc&iacute;a-Cruz,Epidendrum,maduroi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum magdalenense Porto &amp; Brade,Epidendrum,magdalenense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum magnibracteum Kraenzl.,Epidendrum,magnibracteum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum magnicallosum C. Schweinf.,Epidendrum,magnicallosum,,,,,,,,,,,1096802,0,0,,Unknown | No date | Unknown observer | 
Epidendrum magnificum Schltr.,Epidendrum,magnificum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum magnisaxicola H&aacute;gsater,Epidendrum,magnisaxicola,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum magnoliae Muhl.,Epidendrum,magnoliae,,,,,,,,,,,1101206,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mainauanum H&aacute;gsater &amp; H. Medina,Epidendrum,mainauanum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum maldonadoense H&aacute;gsater &amp; Dodson,Epidendrum,maldonadoense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum malmoense H&aacute;gsater,Epidendrum,malmoense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mamapachae H&aacute;gsater,Epidendrum,mamapachae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum manarae Foldats,Epidendrum,manarae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mancum Lindl.,Epidendrum,mancum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum maniespinosarum H&aacute;gsater &amp; F. O. Espinosa,Epidendrum,maniespinosarum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum manta-birostris Karremans,Epidendrum,manta-birostris,,,,,,,,,,12199423,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mantinianum Rolfe,Epidendrum,mantinianum,,,,,,,,,,,1101202,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mantiqueiranum Porto &amp; Brade,Epidendrum,mantiqueiranum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mantis-religiosae H&aacute;gsater,Epidendrum,mantis-religiosae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum manuel-lucasianum Archila &amp; H&aacute;gsater,Epidendrum,manuel-lucasianum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum manusalinasiae L. E. Alfaro,Epidendrum,manusalinasiae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum marcapatense H&aacute;gsater &amp; Ric. Fern&aacute;ndez,Epidendrum,marcapatense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum marci-jimeneziorum H&aacute;gsater &amp; R. Jim&eacute;nez,Epidendrum,marci-jimeneziorum,,,,,,,,,,10836254,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum marciae H&aacute;gsater &amp; E. Santiago,Epidendrum,marciae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum marioi Zambrano &amp; H&aacute;gsater,Epidendrum,marioi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum marmoratum A. Rich. &amp; Galeotti,Epidendrum,marmoratum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum maroniense H&aacute;gsater &amp; E. Santiago,Epidendrum,maroniense,,,,,,,,,,9359815,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum marsiorum R. V&aacute;squez &amp; Ibisch,Epidendrum,marsiorum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum marsupiale F. Lehm. &amp; Kraenzl.,Epidendrum,marsupiale,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum martianum Lindl.,Epidendrum,martianum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum martinezii L. S&aacute;nchez &amp; Carnevali,Epidendrum,martinezii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum massif-hottense H&aacute;gsater,Epidendrum,massif-hottense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mathewsii Rchb.f.,Epidendrum,mathewsii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mathildae Sambin,Epidendrum,mathildae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum matudae L. O. Williams,Epidendrum,matudae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mavrodactylon H&aacute;gsater,Epidendrum,mavrodactylon,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum maxthompsonianum H&aacute;gsater &amp; Dalstr&ouml;m,Epidendrum,maxthompsonianum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mayarum H&aacute;gsater,Epidendrum,mayarum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum medinae Dodson,Epidendrum,medinae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum medusae (Rchb.f.) Pfitzer,Epidendrum,medusae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum medusichilum H&aacute;gsater,Epidendrum,medusichilum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum megagastrium Lindl.,Epidendrum,megagastrium,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum megalemmum Carnevali &amp; G. A. Romero,Epidendrum,megalemmum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum megalobambusiforme H&aacute;gsater &amp; Villaf.,Epidendrum,megalobambusiforme,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum megaloclinium H&aacute;gsater &amp; Dodson,Epidendrum,megaloclinium,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum megalocoleum H&aacute;gsater,Epidendrum,megalocoleum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum megalopentadactylum H&aacute;gsater &amp; Huayta,Epidendrum,megalopentadactylum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum megalophyllostachyum H&aacute;gsater,Epidendrum,megalophyllostachyum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum megalospathum Rchb.f.,Epidendrum,megalospathum,,,,,,,,,,5320649,,33,0,Colombia; Ecuador,"Colombia | No date | Apipa | https://inaturalist-open-data.s3.amazonaws.com/photos/138879708/original.jpeg || Colombia | No date | Apipa | https://inaturalist-open-data.s3.amazonaws.com/photos/239746992/original.jpeg || Colombia | No date | Clément Aubert | https://inaturalist-open-data.s3.amazonaws.com/photos/450444049/original.jpeg || Colombia | No date | Cristhian Rosero Calderon | https://inaturalist-open-data.s3.amazonaws.com/photos/245988201/original.jpeg || Colombia | No date | Daniel Mesa | https://inaturalist-open-data.s3.amazonaws.com/photos/159060959/original.jpg || Colombia | No date | Edison Díaz | https://inaturalist-open-data.s3.amazonaws.com/photos/150174922/original.jpeg || Colombia | No date | Jonathan Candil Méndez | https://inaturalist-open-data.s3.amazonaws.com/photos/283864773/original.jpeg || Colombia | No date | Juan Camilo Muñoz | https://inaturalist-open-data.s3.amazonaws.com/photos/511105254/original.jpg || Colombia | No date | Loreta Rosselli | https://inaturalist-open-data.s3.amazonaws.com/photos/80378358/original.jpg || Colombia | No date | Lucía Roldán | https://inaturalist-open-data.s3.amazonaws.com/photos/37406795/original.jpeg || Colombia | No date | María Camila Ángel-Vallejo | https://inaturalist-open-data.s3.amazonaws.com/photos/171462747/original.jpg || Colombia | No date | María Girleza Ramírez González, Parques Nacionales Naturales de Colombia-SFF Otún Quimbaya | https://inaturalist-open-data.s3.amazonaws.com/photos/476271473/original.jpeg || Colombia | No date | Nicolás Baresch Uribe | https://inaturalist-open-data.s3.amazonaws.com/photos/130139947/original.jpg || Colombia | No date | Nicolás Baresch Uribe | https://inaturalist-open-data.s3.amazonaws.com/photos/168306351/original.jpg || Colombia | No date | Nicolás Baresch Uribe | https://inaturalist-open-data.s3.amazonaws.com/photos/171102187/original.jpg || Colombia | No date | Nicolás Baresch Uribe | https://inaturalist-open-data.s3.amazonaws.com/photos/172180555/original.jpg || Colombia | No date | Nicolás Baresch Uribe | https://inaturalist-open-data.s3.amazonaws.com/photos/243638428/original.jpg || Colombia | No date | Nicolás Baresch Uribe | https://inaturalist-open-data.s3.amazonaws.com/photos/282063698/original.jpg || Colombia | No date | Nicolás Baresch Uribe | https://inaturalist-open-data.s3.amazonaws.com/photos/66531280/original.jpg || Colombia | No date | migiraldo | https://inaturalist-open-data.s3.amazonaws.com/photos/521722665/original.jpg || Colombia | No date | mogollon | https://inaturalist-open-data.s3.amazonaws.com/photos/449639505/original.jpeg || Colombia | No date | pablobareschuribe | https://inaturalist-open-data.s3.amazonaws.com/photos/76865404/original.jpg || Ecuador | No date | Luis Salagaje | https://inaturalist-open-data.s3.amazonaws.com/photos/116585715/original.jpeg || Ecuador | No date | Roberto Madera | https://inaturalist-open-data.s3.amazonaws.com/photos/31289180/original.jpeg || Unknown | No date | Nicolás Baresch Uribe | https://inaturalist-open-data.s3.amazonaws.com/photos/168302664/original.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101148000/030DAE8A-494E-4BBE-B43E-28E941D26DDD.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101148000/7FD4FCC8-9F46-4641-B5FF-6FFD140E54FC.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101148000/DDD05B43-35C5-4378-9239-6CBCAFFAFA0B.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101149000/3A87E765-0BB6-4392-BD92-AF1B55597C29.jpg"
Epidendrum melanogastropodium H&aacute;gsater &amp; Dodson,Epidendrum,melanogastropodium,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum melanoporphyreum H&aacute;gsater,Epidendrum,melanoporphyreum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum melanotrichoides H&aacute;gsater &amp; Dodson,Epidendrum,melanotrichoides,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum melanoxeros H&aacute;gsater &amp; Dodson,Epidendrum,melanoxeros,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum melinanthum Schltr.,Epidendrum,melinanthum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum melistagoides H&aacute;gsater &amp; L. S&aacute;nchez,Epidendrum,melistagoides,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum melistagum H&aacute;gsater,Epidendrum,melistagum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum meracryptanthum H&aacute;gsater &amp; E. Santiago,Epidendrum,meracryptanthum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum meridense H&aacute;gsater &amp; C. J. Jerez,Epidendrum,meridense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mesocarpum H&aacute;gsater,Epidendrum,mesocarpum,,,,,,,,,,5320484,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mesogastropodium H&aacute;gsater &amp; Dodson,Epidendrum,mesogastropodium,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mesomicron Lindl.,Epidendrum,mesomicron,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microanoglossum H&aacute;gsater &amp; Karremans,Epidendrum,microanoglossum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microcapitellatum H&aacute;gsater,Epidendrum,microcapitellatum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microcardium Schltr.,Epidendrum,microcardium,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microcarpum H&aacute;gsater &amp; Dodson,Epidendrum,microcarpum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microcattleya (Kraenzl.) Schltr.,Epidendrum,microcattleya,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microcattleyioides D. E. Benn. &amp; Christenson,Epidendrum,microcattleyioides,,,,,,,,,,5320342,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microcephalum H&aacute;gsater &amp; L. S&aacute;nchez,Epidendrum,microcephalum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microcharis Rchb.f.,Epidendrum,microcharis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microdendron Rchb.f.,Epidendrum,microdendron,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microdiothoneum H&aacute;gsater &amp; Dodson,Epidendrum,microdiothoneum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microglossoides H&aacute;gsater &amp; Dodson,Epidendrum,microglossoides,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microglossum Schltr.,Epidendrum,microglossum,,,,,,,,,,5320248,,1,0,Ecuador,Ecuador | No date | Nelson Apolo | https://inaturalist-open-data.s3.amazonaws.com/photos/30799745/original.jpg
Epidendrum micromarciae H&aacute;gsater &amp; E. Santiago,Epidendrum,micromarciae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum micronocturnum Carnevali &amp; G. A. Romero,Epidendrum,micronocturnum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microphyllum Lindl.,Epidendrum,microphyllum,,,,,,,,,,,1101295,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microporpax H&aacute;gsater,Epidendrum,microporpax,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microrigidiflorum H&aacute;gsater,Epidendrum,microrigidiflorum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microsecundum H&aacute;gsater &amp; J.Duarte,Epidendrum,microsecundum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microtigriphyllum Ocupa,Epidendrum,microtigriphyllum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum microtum (Lindl.) H&aacute;gsater &amp; L. S&aacute;nchez,Epidendrum,microtum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum miguelii Schltr.,Epidendrum,miguelii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum milenae Dodson &amp; R. V&aacute;squez,Epidendrum,milenae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum milpoense H&aacute;gsater &amp; E. Santiago,Epidendrum,milpoense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mimeticum Carnevali &amp; G. A. Romero,Epidendrum,mimeticum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mimopsis H&aacute;gsater &amp; Dodson,Epidendrum,mimopsis,,,,,,,,,,5952110,,1,0,Ecuador,Ecuador | No date | davduf | https://inaturalist-open-data.s3.amazonaws.com/photos/255105958/original.jpeg
Epidendrum minarum Hoehne &amp; Schltr.,Epidendrum,minarum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum miniatum Schltr.,Epidendrum,miniatum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mininocturnum Dodson,Epidendrum,mininocturnum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum minus (Cogn.) H&aacute;gsater,Epidendrum,minus,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum minutidentatum C. Schweinf.,Epidendrum,minutidentatum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum minutiflorum C. Schweinf.,Epidendrum,minutiflorum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mirabile Ames &amp; C. Schweinf.,Epidendrum,mirabile,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum miradoranum Dodson &amp; D. E. Benn.,Epidendrum,miradoranum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum miriamiae Karremans,Epidendrum,miriamiae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum misasii H&aacute;gsater,Epidendrum,misasii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum miserrimum Rchb.f.,Epidendrum,miserrimum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum miserum Lindl.,Epidendrum,miserum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mittelstaedtii H&aacute;gsater,Epidendrum,mittelstaedtii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mixtecanum H&aacute;gsater &amp; Garc&iacute;a-Cruz,Epidendrum,mixtecanum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mixtoides H&aacute;gsater &amp; Dodson,Epidendrum,mixtoides,,,,,,,,,,5319835,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mixtum Schltr.,Epidendrum,mixtum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mocinoi H&aacute;gsater,Epidendrum,mocinoi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum modestiflorum Schltr.,Epidendrum,modestiflorum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum modestissimum F. Lehm. &amp; Kraenzl.,Epidendrum,modestissimum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum modestum Rchb.f. &amp; Warsz.,Epidendrum,modestum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum mojandae Schltr.,Epidendrum,mojandae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum molanoi Rinc.-Gonz&aacute;lez,Epidendrum,molanoi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum molaui H&aacute;gsater &amp; Dodson,Epidendrum,molaui,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum molinae P. Ortiz &amp; H&aacute;gsater,Epidendrum,molinae,,,,,,,,,,9403201,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum molle Rchb.f.,Epidendrum,molle,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum molleturense H&aacute;gsater &amp; Dodson,Epidendrum,molleturense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum monicarmasiae Cornejo &amp; H&aacute;gsater,Epidendrum,monicarmasiae,,,,,,,,,,5297341,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum monophlebium H&aacute;gsater,Epidendrum,monophlebium,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum monteagudoi H&aacute;gsater &amp; E. Santiago,Epidendrum,monteagudoi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum montiargentatum H&aacute;gsater,Epidendrum,montiargentatum,,,,,,,,,,12260199,,1,0,Ecuador,Ecuador | No date | Eduardo Cueva|David A. Neill|Mercedes Asanza | https://images.mobot.org/tropicosimages3/detailimages/TropicosImageVol3/100835000/B5FE5D1D-497F-4302-93CA-C8652C6B955C.jpg
Epidendrum montigena Ridl. ex Oliv.,Epidendrum,montigena,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum montis-narae Pupulin &amp; L. S&aacute;nchez,Epidendrum,montis-narae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum montiscampanario H&aacute;gsater,Epidendrum,montiscampanario,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum montischillaense H&aacute;gsater,Epidendrum,montischillaense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum montisillinicense H&aacute;gsater &amp; Dodson,Epidendrum,montisillinicense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum montispichinense H&aacute;gsater &amp; Dodson,Epidendrum,montispichinense,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum montistoletanum H&aacute;gsater &amp; E. Santiago,Epidendrum,montistoletanum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Epidendrum montserratense Nir,Epidendrum,montserratense,,,,,,,,,,,1101766,0,0,,Unknown | No date | Unknown observer | 
