id,taxonomy_id,display_name,scientific_name,genus,species,author,region,native_habitat,bloom_time,growth_habit,climate_preference,leaf_form,pseudobulb_presence,light_requirements,temperature_range,water_requirements,fertilizer_needs,cultural_notes,image_filename,image_url,google_drive_id,photographer,image_source,ocr_text,ai_description,ai_confidence,ai_extracted_metadata,ingestion_source,validation_status,is_featured,view_count,created_at,updated_at,user_id,rhs_registration_id,is_hybrid,is_species,grex_name,clone_name,pod_parent,pollen_parent,parentage_formula,generation,registration_date,registrant,rhs_verification_status,enhancement_data,pollinator_types,flowering_time,mycorrhizal_fungi,is_fragrant,photo_date,continent,climate_zone,phenotype_variations,morphological_traits,variation_analysis,mutation_indicators,phenotype_confidence,common_names,name_derivation,native_distribution,environmental_zones,leaf_shape,leaf_description,flower_description,plant_size,botanical_features,decimal_latitude,decimal_longitude,country,collector,event_date,data_source,state_province,locality,collection_number,gbif_id,source_url,is_flowering,flowering_stage,flower_count,inflorescence_count,flower_size_mm,flower_measurements,bloom_season_indicator,flowering_photo_date,flowering_photo_datetime,photo_gps_coordinates,camera_info,exif_data,growing_environment,substrate_type,mounting_evidence,natural_vs_cultivated,light_conditions,humidity_indicators,temperature_indicators,root_visibility,plant_maturity,setting_type,companion_plants,elevation_indicators,conservation_status_clues,identification_status,identification_votes,suggested_genus,suggested_species,gbif_occurrence_key,gbif_species_key,gbif_dataset_key,gbif_basis_of_record,gbif_license,gbif_occurrence_status,gbif_establishment_means,gbif_last_updated,inaturalist_observation_id,inaturalist_quality_grade,inaturalist_identifications_count,inaturalist_license_code,inaturalist_positional_accuracy,inaturalist_last_updated,external_images,external_media_count,external_image_licenses,external_image_credits,literature_references,cultivation_sources,reference_citations,conservation_papers,taxonomic_publications,horticultural_articles,nursery_recommendations,current_availability,price_range,purchase_links,seed_suppliers,tissue_culture_sources,specialty_vendors,care_guides,video_resources,forum_discussions,expert_advice,research_significance,conservation_status_details,habitat_research,pollination_studies,breeding_research,commercial_importance,propagation_difficulty,market_demand,seasonal_availability,import_restrictions,society_highlights,show_awards,notable_growers,community_notes,external_data_sources,eol_page_id,eol_traits,eol_common_names,eol_synonyms,eol_descriptions,eol_images,eol_last_updated
6337,,Phalaenopsis equestris,Phalaenopsis equestris,Phalaenopsis,equestris,,,,,,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Phalaenopsis equestris from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-09-24 18:00:04.187014,2025-09-24 18:00:04.187014,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/phalaenopsis-equestris,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6338,,Dendrobium nobile,Dendrobium nobile,Dendrobium,nobile,,,,,,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Dendrobium nobile from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-09-24 18:00:05.525974,2025-09-24 18:00:05.525974,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/dendrobium-nobile,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6339,,Dendrobium phalaenopsis,Dendrobium phalaenopsis,Dendrobium,phalaenopsis,,,,,,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Dendrobium phalaenopsis from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-09-24 18:00:05.816323,2025-09-24 18:00:05.816325,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/dendrobium-phalaenopsis,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,,CT Ddc javerii,CT Ddc javerii,Cattleya,Ddc,,,,,epiphytic,,,,,,,,"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3925CT_Ddc javerii.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html",,,,Roberta Fox,http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3925CT_Ddc javerii.jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Ddc variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:29.823755,2025-08-25 16:36:42.584328,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,,CT Dendrochilum sp,CT Dendrochilum sp,Cattleya,Dendrochilum,,,,,epiphytic,,,,,,,,"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3529CT_Dendrochilum sp.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html",,,,Roberta Fox,http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3529CT_Dendrochilum sp.jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Dendrochilum variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:29.892768,2025-08-25 16:36:42.584329,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,,CT Lc Canhamiana,CT Lc Canhamiana,Cattleya,Lc,,,,,epiphytic,,,,,,,,"From Roberta Fox's Cattleya Hybrid collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Cattleya Tribe/Hybrid/3369CT_Lc Canhamiana..jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCattleya%20-%20Hybrid.html",,,,Roberta Fox,http://orchidcentral.org/Images/Cattleya Tribe/Hybrid/3369CT_Lc Canhamiana..jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Lc variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,rejected,f,0,2025-08-24 03:03:24.13819,2025-09-07 05:19:04.505971,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,,CT Lc Bees Knees,CT Lc Bees Knees,Cattleya,Lc,,,,,epiphytic,,,,,,,,"From Roberta Fox's Cattleya Hybrid collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Cattleya Tribe/Hybrid/2722CT_Lc Bees Knees.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCattleya%20-%20Hybrid.html",,,,Roberta Fox,http://orchidcentral.org/Images/Cattleya Tribe/Hybrid/2722CT_Lc Bees Knees.jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Lc variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,rejected,f,0,2025-08-24 03:03:24.071798,2025-09-07 05:19:04.396194,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,,CT Oberonia iridifolia,CT Oberonia iridifolia,Cattleya,Oberonia,,,,,epiphytic,,,,,,,,"From Roberta Fox's Zygopetalum collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/3264CT_Oberonia iridifolia.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupZygopetalum.html",,,,Roberta Fox,http://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/3264CT_Oberonia iridifolia.jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Oberonia variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:04:52.710325,2025-08-26 06:34:11.117543,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5782,,Phalaenopsis Culture Guide,Phalaenopsis sp.,Phalaenopsis,Culture Guide,,Comprehensive Guide,,,epiphytic,,,,,,,,"AOS CULTURE GUIDE - Phalaenopsis
==================================================

This is a comprehensive culture guide for Phalaenopsis orchids from the American Orchid Society.

Source: https://www.aos.org/orchid-care/care-sheets/phalaenopsis-culture-sheet
© American Orchid Society - Used for educational purposes",,/api/drive-photo/1142ajwZe7_LbGt-BPy-HqVkLpNczcfZY,1A-77hyjxePrTuXArW47kUzYrNfeC8Mij,American Orchid Society,,,"Phalaenopsis orchid, commonly known as moth orchid, prized for its long-lasting blooms and ease of care.",0.7,,AOS Culture Sheet,pending,f,0,2025-08-25 03:39:52.365947,2025-09-07 22:29:33.856695,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6340,,Dendrobium bigibbum,Dendrobium bigibbum,Dendrobium,bigibbum,,,,,,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Dendrobium bigibbum from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-09-24 18:00:06.126215,2025-09-24 18:00:06.126216,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/dendrobium-bigibbum,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,,Epidendrum polyanthum closeup,Epidendrum polyanthum closeup,Epidendrum,polyanthum,,,,,epiphytic,,,,,,,,"From Roberta Fox's Cattleya Species collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Cattleya Tribe/Species/2410CT_Epi polyanthum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCattleya%20-%20Species.html",,,,Roberta Fox,http://orchidcentral.org/Images/Cattleya Tribe/Species/2410CT_Epi polyanthum.jpg,,Epidendrum polyanthum is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:13.067705,2025-08-26 04:38:13.760868,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341,,Dendrobium kingianum,Dendrobium kingianum,Dendrobium,kingianum,,,,,,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Dendrobium kingianum from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-09-24 18:00:06.415123,2025-09-24 18:00:06.415124,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/dendrobium-kingianum,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6342,,Dendrobium speciosum,Dendrobium speciosum,Dendrobium,speciosum,,,,,,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Dendrobium speciosum from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-09-24 18:00:06.707871,2025-09-24 18:00:06.707872,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/dendrobium-speciosum,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6343,,Oncidium sphacelatum,Oncidium sphacelatum,Oncidium,sphacelatum,,,,,,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Oncidium sphacelatum from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-09-24 18:00:08.287326,2025-09-24 18:00:08.287327,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/oncidium-sphacelatum,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6344,,Oncidium flexuosum,Oncidium flexuosum,Oncidium,flexuosum,,,,,,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Oncidium flexuosum from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-09-24 18:00:08.576716,2025-09-24 18:00:08.576717,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/oncidium-flexuosum,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6345,,Oncidium ornithorhynchum,Oncidium ornithorhynchum,Oncidium,ornithorhynchum,,,,,,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Oncidium ornithorhynchum from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-09-24 18:00:08.883731,2025-09-24 18:00:08.883732,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/oncidium-ornithorhynchum,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6346,,Oncidium tigrinum,Oncidium tigrinum,Oncidium,tigrinum,,,,,,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Oncidium tigrinum from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-09-24 18:00:09.180327,2025-09-24 18:00:09.180328,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/oncidium-tigrinum,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6347,,Oncidium crispum,Oncidium crispum,Oncidium,crispum,,,,,,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Oncidium crispum from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-09-24 18:00:09.473309,2025-09-24 18:00:09.473311,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/oncidium-crispum,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,,Phalaenopsis bellum,Phalaenopsis bellum,Phalaenopsis,bellum,,,,,epiphytic,,,,,,,,,,/api/drive-photo/1142ajwZe7_LbGt-BPy-HqVkLpNczcfZY,12PsNOFdgQ0qhkVM-iCLEioCR8e0o3CnO,Demo Scraper C,,,"Phalaenopsis orchid, commonly known as moth orchid, prized for its long-lasting blooms and ease of care.",0.7,,demo scraper c_demo,needs_review,f,0,2025-08-25 01:03:07.951202,2025-09-07 20:10:36.292508,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,,NT Lc Mary Elizabeth Bohn,NT Lc Mary Elizabeth Bohn,NT,Lc,,,,,epiphytic,,,,,,,,"From Roberta Fox's Cattleya Hybrid collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Cattleya Tribe/Hybrid/3249NT_Lc Mary Elizabeth Bohn.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCattleya%20-%20Hybrid.html",,,,Roberta Fox,http://orchidcentral.org/Images/Cattleya Tribe/Hybrid/3249NT_Lc Mary Elizabeth Bohn.jpg,,NT Lc is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,rejected,f,0,2025-08-24 03:03:24.336941,2025-09-07 05:19:04.778607,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,,CT Myrmecolaelia Phantasm,CT Myrmecolaelia Phantasm,Cattleya,Myrmecolaelia,,,,,epiphytic,,,,,,,,"From Roberta Fox's Cattleya Hybrid collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Cattleya Tribe/Hybrid/2451CT_Myrmecolaelia Phantasm.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCattleya%20-%20Hybrid.html",,,,Roberta Fox,http://orchidcentral.org/Images/Cattleya Tribe/Hybrid/2451CT_Myrmecolaelia Phantasm.jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Myrmecolaelia variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:24.79324,2025-08-26 00:12:28.766829,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3988,,PT Promenea xanthina,PT Promenea xanthina,Potinara,Promenea,,,,,epiphytic,,,,,,,,"From Roberta Fox's Zygopetalum collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/4086PT_Promenea xanthina.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupZygopetalum.html",,,,Roberta Fox,http://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/4086PT_Promenea xanthina.jpg,,Potinara-Trichocentrum Promenea is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:04:53.308622,2025-08-26 06:38:15.455867,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3132,,CT Onc Louis Shirrah,CT Onc Louis Shirrah,Cattleya,Onc,,,,,epiphytic,,,,,,,,"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Hybrid/705CT_Onc Louis Shirrah.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html",,,,Roberta Fox,http://orchidcentral.org/Images/Oncidium Alliance/Hybrid/705CT_Onc Louis Shirrah.jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Onc variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:04:10.352546,2025-08-26 04:39:18.253874,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,,Cymbidium spectabilis,Cymbidium spectabilis,Cymbidium,spectabilis,,,,,terrestrial,,,,,,,,,,https://orchidphotos.org/cymbidium/cymbidium_0078.jpg,,Peter Lin,,,Cymbidium spectabilis is a beautiful orchid with unique characteristics.,0.7,,aggressive_collection_1756084771,pending,f,0,2025-08-25 01:19:31.454803,2025-08-26 09:23:19.082094,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5264,,Oncidium robusta,Oncidium robusta,Oncidium,robusta,,,,,epiphytic,,,,,,,,,,https://orchidphotos.org/oncidium/oncidium_0080.jpg,,Andy Phillips,,,Oncidium robusta is a beautiful orchid with unique characteristics.,0.7,,aggressive_collection_1756084771,pending,f,0,2025-08-25 01:19:31.630309,2025-08-26 09:23:19.082098,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5265,,Renanthera erecta,Renanthera erecta,Renanthera,erecta,,,,,epiphytic,,,,,,,,,,https://orchidphotos.org/renanthera/renanthera_0081.jpg,,Ron Parsons,,,Renanthera erecta is a beautiful orchid with unique characteristics.,0.7,,aggressive_collection_1756084771,pending,f,0,2025-08-25 01:19:31.718192,2025-08-26 09:23:19.082099,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,,PT Stan oculata,PT Stan oculata,Potinara,Stan,,,,,epiphytic,,,,,,,,"From Roberta Fox's Zygopetalum collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/2496PT_Stan oculata.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupZygopetalum.html",,,,Roberta Fox,http://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/2496PT_Stan oculata.jpg,,Potinara-Trichocentrum Stan is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:04:53.748259,2025-08-26 06:38:15.455868,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5267,,Pleurothallis fragrans,Pleurothallis fragrans,Pleurothallis,fragrans,,,,,epiphytic,,,,,,,,,,https://orchidphotos.org/pleurothallis/pleurothallis_0083.jpg,,Andy Phillips,,,Pleurothallis fragrans is a beautiful orchid with unique characteristics.,0.7,,aggressive_collection_1756084771,pending,f,0,2025-08-25 01:19:31.892669,2025-08-26 09:23:19.082101,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5266,,Angraecum Rainbow,Angraecum Rainbow,Angraecum,Rainbow,,,,,epiphytic,,,,,,,,,,https://orchidphotos.org/angraecum/angraecum_0082.jpg,,Andy Phillips,,,Angraecum  is a beautiful orchid with unique characteristics.,0.7,,aggressive_collection_1756084771,rejected,f,0,2025-08-25 01:19:31.805639,2025-09-07 05:20:44.567792,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3138,,P T Psychopsis Kalihi,P T Psychopsis Kalihi,Paphiopedilum,T,,,,,epiphytic,,,,,,,,"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Hybrid/2232P1T_Psychopsis Kalihi.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html",,,,Roberta Fox,http://orchidcentral.org/Images/Oncidium Alliance/Hybrid/2232P1T_Psychopsis Kalihi.jpg,,Paphiopedilum T is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,rejected,f,0,2025-08-24 03:04:10.554487,2025-09-07 05:20:44.478387,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,Ctsm planiceps,Ctsm planiceps,Catasetum,planiceps,"","","",,epiphytic,intermediate,,,"","",,,NOTE: This identification has low AI confidence and needs expert review.,,https://lh3.googleusercontent.com/d/1JHA8DmHS5k6f6drdWn4ifs995JrZk99m,1JHA8DmHS5k6f6drdWn4ifs995JrZk99m,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1JHA8DmHS5k6f6drdWn4ifs995JrZk99m/view,,Ctsm planiceps is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,needs_review,f,0,2025-08-24 00:38:59.280985,2025-09-07 22:29:58.89772,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
